"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 21:53:51 GMT 2024","Fri Jul 05 21:55:50 GMT 2024","118944","chromium","","Sign Document","","","TC_04_10_03 | Verify that the user who uploaded the document can send it to signer","Objective: To verify that the user who uploaded the document can send it for signer"
"passed","Fri Jul 05 21:59:00 GMT 2024","Fri Jul 05 21:59:43 GMT 2024","43436","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 21:11:49 GMT 2024","Fri Jul 05 21:13:08 GMT 2024","78920","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Fri Jul 05 21:10:10 GMT 2024","Fri Jul 05 21:11:49 GMT 2024","98771","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Fri Jul 05 21:57:19 GMT 2024","Fri Jul 05 21:57:59 GMT 2024","39606","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
"broken","Fri Jul 05 22:29:18 GMT 2024","Fri Jul 05 22:30:25 GMT 2024","67272","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API",""
"passed","Fri Jul 05 21:34:20 GMT 2024","Fri Jul 05 21:37:25 GMT 2024","184426","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Fri Jul 05 21:37:25 GMT 2024","Fri Jul 05 21:39:04 GMT 2024","99951","chromium","","Sign Document","","","TC_04_10_01 | Verify sign document as myself","Objective: To verify sign document as myself"
"passed","Fri Jul 05 21:21:18 GMT 2024","Fri Jul 05 21:23:23 GMT 2024","125472","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Fri Jul 05 21:55:50 GMT 2024","Fri Jul 05 21:56:33 GMT 2024","42856","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
