"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 17:01:57 GMT 2024","Wed Jul 03 17:03:02 GMT 2024","64558","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can reject the signature","Objective: To verify that signer can reject the signature"
"passed","Wed Jul 03 17:24:35 GMT 2024","Wed Jul 03 17:24:58 GMT 2024","23082","chromium","","Company","","","TC_10_43_01 | Verify that the business user can fill company's form","To verify the process of filling company form."
"passed","Wed Jul 03 17:30:46 GMT 2024","Wed Jul 03 17:31:13 GMT 2024","27411","chromium","","Billing","","","TC_14_57_02 | Verify the ability to successfully downgrade subscription","Objective: To verify the functionality of downgrade subscription."
"passed","Wed Jul 03 17:31:54 GMT 2024","Wed Jul 03 17:32:46 GMT 2024","51886","chromium","","Billing","","","TC_14_54_01 | Attach/delete payment card","Objective: To verify the functionality of attaching a payment card through the settings-billing section and deleting a payment card through the Billing Portal."
"passed","Wed Jul 03 17:31:13 GMT 2024","Wed Jul 03 17:31:36 GMT 2024","22742","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Wed Jul 03 17:29:36 GMT 2024","Wed Jul 03 17:29:58 GMT 2024","22514","chromium","","Settings: Edit signature","","","TC_13_51_01 | Verify that user can create Signature","Verify that the user can create a Signature."
"passed","Wed Jul 03 16:52:23 GMT 2024","Wed Jul 03 16:53:04 GMT 2024","41729","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Wed Jul 03 17:12:51 GMT 2024","Wed Jul 03 17:13:33 GMT 2024","42716","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Wed Jul 03 17:30:21 GMT 2024","Wed Jul 03 17:30:46 GMT 2024","24886","chromium","","Settings: Edit signature","","","TC_13_52_01 | Verify that user can edit Signature.","Verify that user can delete our Signature."
"passed","Wed Jul 03 16:51:27 GMT 2024","Wed Jul 03 16:52:23 GMT 2024","55457","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Wed Jul 03 16:50:59 GMT 2024","Wed Jul 03 16:51:24 GMT 2024","24958","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Wed Jul 03 17:08:59 GMT 2024","Wed Jul 03 17:09:54 GMT 2024","55736","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)","Objective: Verify that Business User can download a ""Completed"" document (API)"
"passed","Wed Jul 03 17:28:19 GMT 2024","Wed Jul 03 17:28:43 GMT 2024","24078","chromium","","API key","","","TC_12_49_01 | Purchase Gold API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Wed Jul 03 17:20:19 GMT 2024","Wed Jul 03 17:21:08 GMT 2024","49143","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add team member","Objective: To verify that Business User can add the teammate"
"passed","Wed Jul 03 16:50:38 GMT 2024","Wed Jul 03 16:50:59 GMT 2024","21460","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"passed","Wed Jul 03 17:17:24 GMT 2024","Wed Jul 03 17:18:08 GMT 2024","44443","chromium","","Forms","","","TC_08_36_01 | Verify that user can disable and enable form","Verify that user can duplicate form"
"passed","Wed Jul 03 17:31:36 GMT 2024","Wed Jul 03 17:31:54 GMT 2024","18119","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Wed Jul 03 17:33:14 GMT 2024","Wed Jul 03 17:33:39 GMT 2024","24517","chromium","","Billing","","","TC_14_58_01 | Verify the ability to successfully cancel subscription","Objective: Verify that users can successfully cancel their subscription."
"passed","Wed Jul 03 16:53:51 GMT 2024","Wed Jul 03 16:54:42 GMT 2024","51158","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Wed Jul 03 17:14:30 GMT 2024","Wed Jul 03 17:15:17 GMT 2024","47034","chromium","","Templates","","","TC_07_30_01 | Verify that user can duplicate template","Objective: To verify the process of duplicate template."
"passed","Wed Jul 03 17:28:43 GMT 2024","Wed Jul 03 17:29:07 GMT 2024","23707","chromium","","API key","","","TC_12_49_01 | Purchase Platinum API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Wed Jul 03 17:10:16 GMT 2024","Wed Jul 03 17:10:46 GMT 2024","29564","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"passed","Wed Jul 03 17:01:25 GMT 2024","Wed Jul 03 17:01:57 GMT 2024","32369","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
