"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 10 04:12:51 GMT 2024","Wed Jul 10 04:13:23 GMT 2024","31757","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .png",""
"passed","Wed Jul 10 04:02:11 GMT 2024","Wed Jul 10 04:02:33 GMT 2024","22020","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .pdf",""
"passed","Wed Jul 10 04:13:51 GMT 2024","Wed Jul 10 04:14:19 GMT 2024","28393","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .gif",""
"passed","Wed Jul 10 04:12:18 GMT 2024","Wed Jul 10 04:12:51 GMT 2024","32896","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .ppt",""
"passed","Wed Jul 10 04:13:23 GMT 2024","Wed Jul 10 04:13:51 GMT 2024","27659","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .html",""
"broken","Wed Jul 10 04:09:12 GMT 2024","Wed Jul 10 04:10:13 GMT 2024","60917","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .ppsx",""
"broken","Wed Jul 10 04:05:05 GMT 2024","Wed Jul 10 04:06:06 GMT 2024","60931","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .doc",""
"passed","Wed Jul 10 03:59:16 GMT 2024","Wed Jul 10 03:59:41 GMT 2024","25083","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .jpeg",""
"passed","Wed Jul 10 03:59:41 GMT 2024","Wed Jul 10 04:00:15 GMT 2024","34623","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .xlsx",""
"passed","Wed Jul 10 04:02:33 GMT 2024","Wed Jul 10 04:03:02 GMT 2024","28241","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .txt",""
"passed","Wed Jul 10 04:01:17 GMT 2024","Wed Jul 10 04:01:46 GMT 2024","29527","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .xls",""
"passed","Wed Jul 10 04:01:46 GMT 2024","Wed Jul 10 04:02:11 GMT 2024","24970","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .csv",""
"passed","Wed Jul 10 04:06:36 GMT 2024","Wed Jul 10 04:07:08 GMT 2024","31609","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .pptx",""
"passed","Wed Jul 10 04:06:07 GMT 2024","Wed Jul 10 04:06:36 GMT 2024","28855","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .docx",""
"passed","Wed Jul 10 03:58:41 GMT 2024","Wed Jul 10 03:59:16 GMT 2024","34064","firefox","","Out of scope. Verify document formats to download.","","","Verify document formats to download .jpg",""
