"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 17:59:41 GMT 2024","Fri Jul 05 18:00:36 GMT 2024","54374","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 17:19:39 GMT 2024","Fri Jul 05 17:20:08 GMT 2024","29575","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Fri Jul 05 17:41:44 GMT 2024","Fri Jul 05 17:43:41 GMT 2024","117303","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"broken","Fri Jul 05 17:45:44 GMT 2024","Fri Jul 05 17:46:45 GMT 2024","60327","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature",""
"passed","Fri Jul 05 17:23:12 GMT 2024","Fri Jul 05 17:23:30 GMT 2024","18087","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Fri Jul 05 17:54:53 GMT 2024","Fri Jul 05 17:55:50 GMT 2024","56494","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"passed","Fri Jul 05 17:55:50 GMT 2024","Fri Jul 05 17:56:31 GMT 2024","41392","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 17:51:55 GMT 2024","Fri Jul 05 17:52:44 GMT 2024","49222","chromium","","Sign Document","","","TC_04_10_01 | Verify sign document as myself","Objective: To verify sign document as myself"
"broken","Fri Jul 05 17:37:45 GMT 2024","Fri Jul 05 17:38:48 GMT 2024","63014","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature",""
"passed","Fri Jul 05 17:20:08 GMT 2024","Fri Jul 05 17:21:04 GMT 2024","56288","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"broken","Fri Jul 05 17:32:40 GMT 2024","Fri Jul 05 17:33:41 GMT 2024","61406","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer",""
"broken","Fri Jul 05 18:09:39 GMT 2024","Fri Jul 05 18:14:01 GMT 2024","261413","chromium","","DocumentsType","","","TC_05_19_02 | Verify that deleted documents have been moved to the trash by using checkboxes and Select_options dropdown menu and then deleted permanently","To verify the process of moving the documents to the trash by checkboxes and then deleting documents permanently."
"failed","Fri Jul 05 18:04:51 GMT 2024","Fri Jul 05 18:07:34 GMT 2024","162953","chromium","","DocumentsType","","","TC_05_19_01 | Verify that deleted document has been moved to the trash by using ACTIONS_options dropdown menu and then deleted permanently","To verify the process of moving the document to the trash and then deleting document permanently."
"broken","Fri Jul 05 18:16:03 GMT 2024","Fri Jul 05 18:17:04 GMT 2024","60341","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)",""
"passed","Fri Jul 05 17:58:11 GMT 2024","Fri Jul 05 17:58:52 GMT 2024","41018","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
"broken","Fri Jul 05 17:27:29 GMT 2024","Fri Jul 05 17:28:29 GMT 2024","60331","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves",""
"passed","Fri Jul 05 17:52:44 GMT 2024","Fri Jul 05 17:53:21 GMT 2024","36953","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Fri Jul 05 17:56:31 GMT 2024","Fri Jul 05 17:57:14 GMT 2024","43506","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 18:00:36 GMT 2024","Fri Jul 05 18:02:02 GMT 2024","86211","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Fri Jul 05 17:38:50 GMT 2024","Fri Jul 05 17:40:42 GMT 2024","112773","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Fri Jul 05 17:58:52 GMT 2024","Fri Jul 05 17:59:41 GMT 2024","49500","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"passed","Fri Jul 05 17:50:35 GMT 2024","Fri Jul 05 17:51:55 GMT 2024","80052","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Fri Jul 05 17:22:19 GMT 2024","Fri Jul 05 17:23:12 GMT 2024","53343","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Fri Jul 05 17:47:48 GMT 2024","Fri Jul 05 17:50:35 GMT 2024","167241","chromium","","Sign Document","","","TC_04_11_01 | Verify custom signing order","To verify custom signing order"
"passed","Fri Jul 05 17:53:21 GMT 2024","Fri Jul 05 17:54:22 GMT 2024","61344","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"passed","Fri Jul 05 17:54:22 GMT 2024","Fri Jul 05 17:54:53 GMT 2024","30567","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
