"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 04 16:50:25 GMT 2024","Thu Jul 04 16:51:14 GMT 2024","48748","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"passed","Thu Jul 04 16:36:22 GMT 2024","Thu Jul 04 16:36:26 GMT 2024","3289","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Thu Jul 04 16:44:09 GMT 2024","Thu Jul 04 16:45:04 GMT 2024","54650","chromium","","Sign Document","","","TC_04_10_01 | Verify sign document as myself","Objective: To verify sign document as myself"
"passed","Thu Jul 04 16:56:44 GMT 2024","Thu Jul 04 16:57:18 GMT 2024","33837","chromium","","Templates","","","TC_07_27_01 | Verify that user can create a template","Objective: To verify that the user can create a new template in the system successfully. This includes ensuring that all required fields are completed correctly, the template is saved, and it is accessible for future use."
"passed","Thu Jul 04 16:53:44 GMT 2024","Thu Jul 04 16:54:42 GMT 2024","57283","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)","Objective: Verify that Business User can download a ""Completed"" document (API)"
"passed","Thu Jul 04 16:45:04 GMT 2024","Thu Jul 04 16:45:47 GMT 2024","42532","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Thu Jul 04 16:51:14 GMT 2024","Thu Jul 04 16:52:02 GMT 2024","48676","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 16:42:40 GMT 2024","Thu Jul 04 16:44:09 GMT 2024","89366","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Thu Jul 04 16:55:30 GMT 2024","Thu Jul 04 16:56:06 GMT 2024","35930","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"passed","Thu Jul 04 16:46:31 GMT 2024","Thu Jul 04 16:47:03 GMT 2024","32456","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
"passed","Thu Jul 04 16:35:22 GMT 2024","Thu Jul 04 16:35:39 GMT 2024","17133","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Thu Jul 04 16:34:58 GMT 2024","Thu Jul 04 16:35:22 GMT 2024","24000","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Thu Jul 04 16:35:39 GMT 2024","Thu Jul 04 16:36:01 GMT 2024","21621","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"passed","Thu Jul 04 16:52:02 GMT 2024","Thu Jul 04 16:53:03 GMT 2024","61007","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Thu Jul 04 16:42:07 GMT 2024","Thu Jul 04 16:42:40 GMT 2024","32831","chromium","","Sign Document","","","TC_04_11_01 | Verify custom signing order","To verify custom signing order"
"passed","Thu Jul 04 16:37:26 GMT 2024","Thu Jul 04 16:38:07 GMT 2024","41356","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Thu Jul 04 16:39:32 GMT 2024","Thu Jul 04 16:40:22 GMT 2024","49480","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Thu Jul 04 16:56:06 GMT 2024","Thu Jul 04 16:56:44 GMT 2024","37961","chromium","","Folders","","","TC_06_25_01 | Move folder to folder","To verify the user can move folder to folder"
"passed","Thu Jul 04 16:48:54 GMT 2024","Thu Jul 04 16:49:42 GMT 2024","48236","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 16:38:07 GMT 2024","Thu Jul 04 16:38:52 GMT 2024","45030","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","Objective: To verify the process of creating and sending a document for signature."
"passed","Thu Jul 04 16:41:09 GMT 2024","Thu Jul 04 16:42:07 GMT 2024","57947","chromium","","CreateDocument","","","TC_03_08_02 | Verify that the ""Edit template"" button is active","Objective: Verify that user can edit a document from template"
"passed","Thu Jul 04 16:40:22 GMT 2024","Thu Jul 04 16:41:09 GMT 2024","47478","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature","Objective: To verify the process of creating and signing a document with an existing signature"
"passed","Thu Jul 04 16:48:06 GMT 2024","Thu Jul 04 16:48:54 GMT 2024","48036","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 16:54:42 GMT 2024","Thu Jul 04 16:55:02 GMT 2024","20721","chromium","","Folders","","","TC_06_22_01 | Verify the business user can create folder","Objective: To verify the user can create the folder"
"passed","Thu Jul 04 16:38:52 GMT 2024","Thu Jul 04 16:39:32 GMT 2024","40046","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Thu Jul 04 16:53:03 GMT 2024","Thu Jul 04 16:53:44 GMT 2024","40872","chromium","","DocumentsType","","","TC_05_19_01 | Verify that deleted document has been moved to the trash by using ACTIONS_options dropdown menu and then deleted permanently","To verify the process of moving the document to the trash and then deleting document permanently."
"passed","Thu Jul 04 16:55:02 GMT 2024","Thu Jul 04 16:55:30 GMT 2024","28109","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"passed","Thu Jul 04 16:36:01 GMT 2024","Thu Jul 04 16:36:22 GMT 2024","21585","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Thu Jul 04 16:47:03 GMT 2024","Thu Jul 04 16:48:06 GMT 2024","62523","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"passed","Thu Jul 04 16:45:47 GMT 2024","Thu Jul 04 16:46:31 GMT 2024","44309","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"passed","Thu Jul 04 16:49:42 GMT 2024","Thu Jul 04 16:50:25 GMT 2024","42839","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
"passed","Thu Jul 04 16:36:26 GMT 2024","Thu Jul 04 16:37:26 GMT 2024","60237","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
