"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 16:20:35 GMT 2024","Fri Jul 05 16:21:16 GMT 2024","41193","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Fri Jul 05 16:39:59 GMT 2024","Fri Jul 05 16:40:43 GMT 2024","43419","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"passed","Fri Jul 05 16:19:34 GMT 2024","Fri Jul 05 16:20:35 GMT 2024","60878","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"failed","Fri Jul 05 16:22:29 GMT 2024","Fri Jul 05 16:23:15 GMT 2024","45935","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","Objective: To verify the process of creating and sending a document for signature."
"passed","Fri Jul 05 16:18:30 GMT 2024","Fri Jul 05 16:18:47 GMT 2024","17098","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Fri Jul 05 16:19:09 GMT 2024","Fri Jul 05 16:19:31 GMT 2024","21766","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"broken","Fri Jul 05 17:08:15 GMT 2024","Fri Jul 05 17:10:15 GMT 2024","120384","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)","Objective: Verify that Business User can download a ""Completed"" document (API)"
"passed","Fri Jul 05 16:18:06 GMT 2024","Fri Jul 05 16:18:30 GMT 2024","24152","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Fri Jul 05 16:42:18 GMT 2024","Fri Jul 05 16:43:12 GMT 2024","54276","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 16:36:51 GMT 2024","Fri Jul 05 16:38:16 GMT 2024","85872","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Fri Jul 05 16:51:36 GMT 2024","Fri Jul 05 16:54:03 GMT 2024","146440","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 16:43:12 GMT 2024","Fri Jul 05 16:44:00 GMT 2024","47750","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Fri Jul 05 16:23:57 GMT 2024","Fri Jul 05 16:24:41 GMT 2024","44039","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Fri Jul 05 16:46:01 GMT 2024","Fri Jul 05 16:46:51 GMT 2024","49484","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
"passed","Fri Jul 05 16:18:47 GMT 2024","Fri Jul 05 16:19:09 GMT 2024","21717","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"passed","Fri Jul 05 16:36:14 GMT 2024","Fri Jul 05 16:36:51 GMT 2024","36450","chromium","","Sign Document","","","TC_04_11_01 | Verify custom signing order","To verify custom signing order"
"broken","Fri Jul 05 17:03:42 GMT 2024","Fri Jul 05 17:04:42 GMT 2024","60323","chromium","","DocumentsType","","","TC_05_19_01 | Verify that deleted document has been moved to the trash by using ACTIONS_options dropdown menu and then deleted permanently",""
"passed","Fri Jul 05 16:24:41 GMT 2024","Fri Jul 05 16:25:28 GMT 2024","46560","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature","Objective: To verify the process of creating and signing a document with an existing signature"
"passed","Fri Jul 05 16:41:14 GMT 2024","Fri Jul 05 16:42:18 GMT 2024","63529","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"passed","Fri Jul 05 16:23:17 GMT 2024","Fri Jul 05 16:23:57 GMT 2024","40846","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"failed","Fri Jul 05 16:49:44 GMT 2024","Fri Jul 05 16:51:35 GMT 2024","110796","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"passed","Fri Jul 05 16:19:31 GMT 2024","Fri Jul 05 16:19:34 GMT 2024","3402","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Fri Jul 05 16:40:43 GMT 2024","Fri Jul 05 16:41:14 GMT 2024","31871","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
