"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 07 04:06:59 GMT 2024","Sun Jul 07 04:07:27 GMT 2024","27362","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Sun Jul 07 04:23:18 GMT 2024","Sun Jul 07 04:25:32 GMT 2024","134507","chromium","","Sign Document","","","TC_04_11_01 | Verify custom signing order","To verify custom signing order"
"passed","Sun Jul 07 04:09:13 GMT 2024","Sun Jul 07 04:09:59 GMT 2024","45941","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","Objective: To verify the process of creating and sending a document for signature."
"passed","Sun Jul 07 05:21:56 GMT 2024","Sun Jul 07 05:23:18 GMT 2024","82302","chromium","","Folders","","","TC_06_25_01 | Move folder to folder","To verify the user can move folder to folder"
"passed","Sun Jul 07 04:10:44 GMT 2024","Sun Jul 07 04:11:43 GMT 2024","59294","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Sun Jul 07 04:32:21 GMT 2024","Sun Jul 07 04:33:00 GMT 2024","39433","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
"passed","Sun Jul 07 04:31:37 GMT 2024","Sun Jul 07 04:32:21 GMT 2024","43667","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"failed","Sun Jul 07 04:41:45 GMT 2024","Sun Jul 07 04:43:52 GMT 2024","127422","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Sun Jul 07 04:08:23 GMT 2024","Sun Jul 07 04:09:13 GMT 2024","49811","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Sun Jul 07 04:07:27 GMT 2024","Sun Jul 07 04:07:30 GMT 2024","3139","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Sun Jul 07 04:56:40 GMT 2024","Sun Jul 07 04:58:44 GMT 2024","123675","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Sun Jul 07 04:33:00 GMT 2024","Sun Jul 07 04:34:14 GMT 2024","73537","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"broken","Sun Jul 07 04:46:40 GMT 2024","Sun Jul 07 04:47:40 GMT 2024","60377","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder",""
"broken","Sun Jul 07 05:14:36 GMT 2024","Sun Jul 07 05:15:37 GMT 2024","60424","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)",""
"passed","Sun Jul 07 04:06:21 GMT 2024","Sun Jul 07 04:06:38 GMT 2024","17047","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Sun Jul 07 04:06:38 GMT 2024","Sun Jul 07 04:06:59 GMT 2024","21537","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"passed","Sun Jul 07 04:11:43 GMT 2024","Sun Jul 07 04:12:52 GMT 2024","68780","chromium","","CreateDocument","","","TC_03_09_01 | Create Documents via Bulk Send","Objective: Enable document distribution via Bulk Send."
"broken","Sun Jul 07 04:15:48 GMT 2024","Sun Jul 07 04:16:48 GMT 2024","60369","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature",""
"passed","Sun Jul 07 04:47:41 GMT 2024","Sun Jul 07 04:50:27 GMT 2024","165150","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"broken","Sun Jul 07 05:16:59 GMT 2024","Sun Jul 07 05:17:59 GMT 2024","60340","chromium","","Folders","","","TC_06_22_01 | Verify the business user can create folder",""
"passed","Sun Jul 07 04:07:30 GMT 2024","Sun Jul 07 04:08:23 GMT 2024","53615","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Sun Jul 07 04:09:59 GMT 2024","Sun Jul 07 04:10:44 GMT 2024","44971","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Sun Jul 07 04:35:49 GMT 2024","Sun Jul 07 04:38:33 GMT 2024","163930","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
"passed","Sun Jul 07 05:20:55 GMT 2024","Sun Jul 07 05:21:56 GMT 2024","60450","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"broken","Sun Jul 07 04:27:36 GMT 2024","Sun Jul 07 04:28:36 GMT 2024","60291","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document",""
"failed","Sun Jul 07 05:08:32 GMT 2024","Sun Jul 07 05:11:28 GMT 2024","175581","chromium","","DocumentsType","","","TC_05_19_02 | Verify that deleted documents have been moved to the trash by using checkboxes and Select_options dropdown menu and then deleted permanently","To verify the process of moving the documents to the trash by checkboxes and then deleting documents permanently."
"passed","Sun Jul 07 05:31:46 GMT 2024","Sun Jul 07 05:33:43 GMT 2024","117596","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Sun Jul 07 04:28:38 GMT 2024","Sun Jul 07 04:30:34 GMT 2024","115953","chromium","","Sign Document","","","TC_04_10_01 | Verify sign document as myself","Objective: To verify sign document as myself"
"broken","Sun Jul 07 05:00:58 GMT 2024","Sun Jul 07 05:05:26 GMT 2024","267839","chromium","","DocumentsType","","","TC_05_19_01 | Verify that deleted document has been moved to the trash by using ACTIONS_options dropdown menu and then deleted permanently","To verify the process of moving the document to the trash and then deleting document permanently."
"passed","Sun Jul 07 04:05:57 GMT 2024","Sun Jul 07 04:06:21 GMT 2024","24043","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Sun Jul 07 05:20:04 GMT 2024","Sun Jul 07 05:20:55 GMT 2024","51484","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"broken","Sun Jul 07 05:25:21 GMT 2024","Sun Jul 07 05:26:21 GMT 2024","60339","chromium","","Templates","","","TC_07_27_01 | Verify that user can create a template",""
"passed","Sun Jul 07 04:30:34 GMT 2024","Sun Jul 07 04:31:37 GMT 2024","63402","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"broken","Sun Jul 07 04:21:14 GMT 2024","Sun Jul 07 04:22:15 GMT 2024","60360","chromium","","CreateDocument","","","TC_03_08_01 | Verify that the user can send a template for signature",""
"passed","Sun Jul 07 04:50:27 GMT 2024","Sun Jul 07 04:53:39 GMT 2024","191883","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Sun Jul 07 04:34:14 GMT 2024","Sun Jul 07 04:35:49 GMT 2024","95865","chromium","","Sign Document","","","TC_04_10_03 | Verify that the user who uploaded the document can send it to signer","Objective: To verify that the user who uploaded the document can send it for signer"
