"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 30 02:48:40 GMT 2024","Sun Jun 30 02:50:44 GMT 2024","124542","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves",""
"passed","Sun Jun 30 02:56:24 GMT 2024","Sun Jun 30 02:57:09 GMT 2024","45400","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Sun Jun 30 03:04:32 GMT 2024","Sun Jun 30 03:05:05 GMT 2024","33133","chromium","","Forms","","","TC_08_35_01 | Verify that user can duplicate form","Verify that user can duplicate form"
"skipped","Sun Jun 30 02:57:09 GMT 2024","Sun Jun 30 02:57:09 GMT 2024","0","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration",""
"passed","Sun Jun 30 03:02:17 GMT 2024","Sun Jun 30 03:02:59 GMT 2024","42501","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Sun Jun 30 03:10:27 GMT 2024","Sun Jun 30 03:10:52 GMT 2024","25266","chromium","","API key","","","TC_12_49_01 | Purchase Titanium API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Sun Jun 30 03:08:14 GMT 2024","Sun Jun 30 03:08:49 GMT 2024","35302","chromium","","Profile","","","TC_11_44_01 | Verify User can change email","Objective: To verify that the User can change a email."
"passed","Sun Jun 30 03:07:21 GMT 2024","Sun Jun 30 03:07:51 GMT 2024","30109","chromium","","Profile","","","TC_11_45_01 | Verify that User can change password","Objective: To verify that the User can change a password and login with a new password"
"passed","Sun Jun 30 03:08:49 GMT 2024","Sun Jun 30 03:09:11 GMT 2024","21867","chromium","","API key","","","TC_12_48_01 | Copy API key created by the ""Create API"" button on the right.","To verify that user can copy API key created by the ""Create API"" button on the right."
"passed","Sun Jun 30 02:48:32 GMT 2024","Sun Jun 30 02:48:40 GMT 2024","7502","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Sun Jun 30 02:52:11 GMT 2024","Sun Jun 30 02:52:53 GMT 2024","41896","chromium","","","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it",""
"skipped","Sun Jun 30 03:01:04 GMT 2024","Sun Jun 30 03:01:04 GMT 2024","0","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder",""
"passed","Sun Jun 30 02:50:44 GMT 2024","Sun Jun 30 02:51:26 GMT 2024","41786","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Sun Jun 30 02:48:11 GMT 2024","Sun Jun 30 02:48:32 GMT 2024","21197","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Sun Jun 30 02:54:12 GMT 2024","Sun Jun 30 02:55:29 GMT 2024","76141","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Sun Jun 30 03:11:55 GMT 2024","Sun Jun 30 03:12:11 GMT 2024","16901","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Sun Jun 30 03:05:05 GMT 2024","Sun Jun 30 03:05:41 GMT 2024","36347","chromium","","Forms","","","TC_08_36_01 | Verify that user can disable and enable form","Verify that user can duplicate form"
"passed","Sun Jun 30 03:00:20 GMT 2024","Sun Jun 30 03:01:04 GMT 2024","43617","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
