"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 07 14:28:29 GMT 2024","Sun Jul 07 14:28:49 GMT 2024","19242","chromium","","API key","","","TC_12_48_01 | Copy API key created by the ""Create API"" button on the right.","To verify that user can copy API key created by the ""Create API"" button on the right."
"passed","Sun Jul 07 14:32:18 GMT 2024","Sun Jul 07 14:32:34 GMT 2024","15634","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Sun Jul 07 14:13:15 GMT 2024","Sun Jul 07 14:13:50 GMT 2024","34473","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Sun Jul 07 14:28:49 GMT 2024","Sun Jul 07 14:29:11 GMT 2024","22870","chromium","","API key","","","TC_12_48_02 | Verify User can copy API key created by the ""Create API"" button in Table.","To verify that user can copy API key created by the ""Create API"" button in Table."
"passed","Sun Jul 07 14:05:13 GMT 2024","Sun Jul 07 14:06:16 GMT 2024","62971","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Sun Jul 07 13:55:00 GMT 2024","Sun Jul 07 13:57:17 GMT 2024","137472","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Sun Jul 07 14:31:35 GMT 2024","Sun Jul 07 14:31:56 GMT 2024","21192","chromium","","Settings: Edit signature","","","TC_13_52_01 | Verify that user can edit Signature.","Verify that user can delete our Signature."
"passed","Sun Jul 07 13:48:27 GMT 2024","Sun Jul 07 13:49:11 GMT 2024","44629","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature","Objective: To verify the process of creating and signing a document with an existing signature"
"passed","Sun Jul 07 13:46:34 GMT 2024","Sun Jul 07 13:47:28 GMT 2024","53124","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Sun Jul 07 14:01:03 GMT 2024","Sun Jul 07 14:01:38 GMT 2024","34381","chromium","","Sign Document","","","TC_04_10_03 | Verify that the user who uploaded the document can send it to signer","Objective: To verify that the user who uploaded the document can send it for signer"
