"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 16:12:40 GMT 2024","Thu Jul 11 16:13:28 GMT 2024","47646","chromium","","CreateDocument","","","TC_03_07_01 | Verify user can sign uploaded document","To verify the process of creating and signing the document"
"passed","Thu Jul 11 16:12:17 GMT 2024","Thu Jul 11 16:12:38 GMT 2024","20808","chromium","","Registration","","","TC_01_59_01| Verify successful registration of Business User with Annually subscription","To verify the Business user can successfully register"
"passed","Thu Jul 11 16:11:57 GMT 2024","Thu Jul 11 16:12:17 GMT 2024","20705","chromium","","Registration","","","TC_01_59_01| Verify successful registration of Business User with Monthly subscription","To verify the Business user can successfully register"
"passed","Thu Jul 11 16:12:38 GMT 2024","Thu Jul 11 16:12:40 GMT 2024","1923","chromium","","Authorization","","","TC_02_05_01 | Verify user can login into their account","To verify user login process"
"passed","Thu Jul 11 16:15:21 GMT 2024","Thu Jul 11 16:16:17 GMT 2024","56393","chromium","","CreateDocument","","","TC_03_07_05 | Verify user can sign the document themselves with Initial","Verify business user can sign the document themselves with Initial"
"passed","Thu Jul 11 16:10:38 GMT 2024","Thu Jul 11 16:10:59 GMT 2024","21300","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of the Trial user","To verify the Trial user can successfully register"
"passed","Thu Jul 11 16:11:37 GMT 2024","Thu Jul 11 16:11:57 GMT 2024","20052","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify the Personal user can successfully register."
"passed","Thu Jul 11 16:11:16 GMT 2024","Thu Jul 11 16:11:37 GMT 2024","20266","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify the Personal user can successfully register."
"passed","Thu Jul 11 16:10:59 GMT 2024","Thu Jul 11 16:11:16 GMT 2024","16878","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of the Free user","To verify the Free user can successfully register"
"passed","Thu Jul 11 16:14:48 GMT 2024","Thu Jul 11 16:15:21 GMT 2024","32329","chromium","","CreateDocument","","","TC_03_07_02 | Verify the user who uploaded the document and Other Signer can sign it","To verify the process of creating, signing, and sending a document to another signer"
"passed","Thu Jul 11 16:13:28 GMT 2024","Thu Jul 11 16:14:06 GMT 2024","38621","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send the document to another signer","To verify the process of creating, signing and sending the document to another signer."
"passed","Thu Jul 11 16:14:06 GMT 2024","Thu Jul 11 16:14:48 GMT 2024","42058","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","To verify the process of creating and sending a document for signature."
"passed","Thu Jul 11 16:16:17 GMT 2024","Thu Jul 11 16:17:07 GMT 2024","50278","chromium","","CreateDocument","","","TC_03_09_01 | Verify user can create documents via Bulk Send","To verify the user can enable document distribution via Bulk Send"
