"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 13 01:02:35 GMT 2024","Sat Jul 13 01:03:05 GMT 2024","29193","chromium","","Profile","","","TC_11_46_03 | Verify user can enabling, disabling checkboxes","Objective: To verify that the User can enabling, disabling checkboxes"
"passed","Sat Jul 13 00:36:16 GMT 2024","Sat Jul 13 00:36:44 GMT 2024","27530","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"passed","Sat Jul 13 00:24:21 GMT 2024","Sat Jul 13 00:24:58 GMT 2024","37504","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
"passed","Sat Jul 13 00:08:14 GMT 2024","Sat Jul 13 00:08:37 GMT 2024","22910","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Sat Jul 13 01:10:24 GMT 2024","Sat Jul 13 01:10:41 GMT 2024","17586","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Sat Jul 13 00:49:36 GMT 2024","Sat Jul 13 00:50:19 GMT 2024","42919","chromium","","Forms","","","TC_08_35_01 | Verify that user can duplicate form","Verify that user can duplicate form"
"passed","Sat Jul 13 00:12:40 GMT 2024","Sat Jul 13 00:13:16 GMT 2024","35934","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Sat Jul 13 01:19:53 GMT 2024","Sat Jul 13 01:20:21 GMT 2024","28545","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .html",""
"passed","Sat Jul 13 00:24:58 GMT 2024","Sat Jul 13 00:25:40 GMT 2024","41656","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"passed","Sat Jul 13 01:11:48 GMT 2024","Sat Jul 13 01:12:15 GMT 2024","27477","chromium","","Billing","","","TC_14_57_01 | Verify that user can upgrade subscription (from Monthly to Annually)","Objective: Verify that a user can successfully upgrade their subscription from a monthly plan to an annual plan."
"passed","Sat Jul 13 00:14:11 GMT 2024","Sat Jul 13 00:15:05 GMT 2024","54264","chromium","","CreateDocument","","","TC_03_09_01 | Create Documents via Bulk Send","Objective: Enable document distribution via Bulk Send."
"passed","Sat Jul 13 00:49:01 GMT 2024","Sat Jul 13 00:49:36 GMT 2024","34969","chromium","","Forms","","","TC_08_32_01 | Verify that user can create form","Verify that user can create form"
"passed","Sat Jul 13 00:20:16 GMT 2024","Sat Jul 13 00:20:55 GMT 2024","38998","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"passed","Sat Jul 13 01:12:15 GMT 2024","Sat Jul 13 01:12:38 GMT 2024","23200","chromium","","Billing","","","TC_14_58_01 | Verify the ability to successfully cancel subscription","Objective: Verify that users can successfully cancel their subscription."
"passed","Sat Jul 13 00:17:33 GMT 2024","Sat Jul 13 00:18:53 GMT 2024","79756","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Sat Jul 13 01:15:37 GMT 2024","Sat Jul 13 01:16:03 GMT 2024","25429","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .pdf",""
"passed","Sat Jul 13 01:08:53 GMT 2024","Sat Jul 13 01:09:15 GMT 2024","21745","chromium","","Settings: Edit signature","","","TC_13_51_01 | Verify that user can create Signature","Verify that the user can create a Signature."
"passed","Sat Jul 13 00:19:42 GMT 2024","Sat Jul 13 00:20:16 GMT 2024","33911","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Sat Jul 13 00:22:21 GMT 2024","Sat Jul 13 00:22:54 GMT 2024","33521","chromium","","Sign Document","","","TC_04_10_03 | Verify that the user who uploaded the document can send it to signer","Objective: To verify that the user who uploaded the document can send it for signer"
"passed","Sat Jul 13 00:11:56 GMT 2024","Sat Jul 13 00:12:40 GMT 2024","43641","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","Objective: To verify the process of creating and sending a document for signature."
"passed","Sat Jul 13 00:58:25 GMT 2024","Sat Jul 13 00:59:15 GMT 2024","50254","chromium","","Team","","","TC_09_39_02 | Verify that Business User can downgrade an ""Admin"" team member to ""User""","Objective: To verify that Business User can downgrade an ""Admin"" team member to ""User"""
"passed","Sat Jul 13 01:01:01 GMT 2024","Sat Jul 13 01:01:31 GMT 2024","30171","chromium","","Profile","","","TC_11_45_01 | Verify that User can change password","Objective: To verify that the User can change a password and login with a new password"
"passed","Sat Jul 13 00:08:37 GMT 2024","Sat Jul 13 00:08:53 GMT 2024","16609","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Sat Jul 13 00:57:31 GMT 2024","Sat Jul 13 00:58:25 GMT 2024","53335","chromium","","Team","","","TC_09_39_01 | Verify that Business User can upgrade a ""User"" team member to ""Admin""","Objective: To verify that Business User can upgrade a ""User"" team member to ""Admin"""
"passed","Sat Jul 13 00:56:38 GMT 2024","Sat Jul 13 00:57:31 GMT 2024","52979","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add Admin team member","Objective: Verify that Business User can add Admin team member"
"passed","Sat Jul 13 00:59:15 GMT 2024","Sat Jul 13 01:00:11 GMT 2024","55885","chromium","","Team","","","TC_09_40_01 | Verify that Business User can remove ""User"" teammate from Team","Objective: To verify that Business User can remove ""User"" teammate from Team"
"passed","Sat Jul 13 01:09:36 GMT 2024","Sat Jul 13 01:10:00 GMT 2024","24022","chromium","","Settings: Edit signature","","","TC_13_52_01 | Verify that user can edit Signature.","Verify that user can edit our Signature."
"passed","Sat Jul 13 00:13:16 GMT 2024","Sat Jul 13 00:14:11 GMT 2024","55081","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Sat Jul 13 01:07:41 GMT 2024","Sat Jul 13 01:08:17 GMT 2024","35551","chromium","","API key","","","TC_12_49_01 | Purchase Titanium API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Sat Jul 13 01:07:16 GMT 2024","Sat Jul 13 01:07:41 GMT 2024","25436","chromium","","API key","","","TC_12_49_01 | Purchase Platinum API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Sat Jul 13 00:08:53 GMT 2024","Sat Jul 13 00:09:14 GMT 2024","20720","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Monthly subscription","To verify that a Personal user can successfully register."
"passed","Sat Jul 13 01:21:31 GMT 2024","Sat Jul 13 01:21:50 GMT 2024","19221","chromium","","Out of scope. Tests to maintain New User Creation.","","","Create Business User",""
"passed","Sat Jul 13 00:25:40 GMT 2024","Sat Jul 13 00:26:25 GMT 2024","45420","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Sat Jul 13 01:16:33 GMT 2024","Sat Jul 13 01:17:04 GMT 2024","30993","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .doc",""
"passed","Sat Jul 13 01:18:06 GMT 2024","Sat Jul 13 01:18:44 GMT 2024","37881","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .ppsx",""
"passed","Sat Jul 13 00:45:59 GMT 2024","Sat Jul 13 00:46:38 GMT 2024","39824","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Sat Jul 13 00:32:47 GMT 2024","Sat Jul 13 00:34:53 GMT 2024","125783","chromium","","DocumentsType","","","TC_05_19_02 | Verify that deleted documents have been moved to the trash by using checkboxes and Select_options dropdown menu and then deleted permanently","Objective: To verify the process of moving the documents to the trash by checkboxes and then deleting documents permanently."
"passed","Sat Jul 13 01:01:31 GMT 2024","Sat Jul 13 01:01:54 GMT 2024","22547","chromium","","Profile","","","TC_11_47_01 | Verify that user can delete account","Objective: To verify that the User can delete account"
"passed","Sat Jul 13 00:10:27 GMT 2024","Sat Jul 13 00:11:20 GMT 2024","53518","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Sat Jul 13 01:04:54 GMT 2024","Sat Jul 13 01:05:23 GMT 2024","29078","chromium","","Profile","","","TC_11_46_01 | Verify that the User can upload an avatar image","Objective: To verify that the User can upload an avatar image"
"passed","Sat Jul 13 00:47:34 GMT 2024","Sat Jul 13 00:48:16 GMT 2024","41817","chromium","","Templates","","","TC_07_30_01 | Verify that user can duplicate template","Objective: To verify the process of duplicate template."
"passed","Sat Jul 13 00:09:14 GMT 2024","Sat Jul 13 00:09:35 GMT 2024","21487","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Sat Jul 13 00:11:20 GMT 2024","Sat Jul 13 00:11:56 GMT 2024","36228","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Sat Jul 13 01:05:23 GMT 2024","Sat Jul 13 01:05:59 GMT 2024","36391","chromium","","Profile","","","TC_11_46_04 | Verify the user can delete the profile picture","Objective: To verify that the user can delete an avatar image"
"passed","Sat Jul 13 01:03:05 GMT 2024","Sat Jul 13 01:03:38 GMT 2024","33892","chromium","","Profile","","","TC_11_46_02 | Verify that user can change the date format to DD / MM / YYYY","Objective: To verify that a user can update the date format in their profile settings and the updated date format is applied when signing a document. The date format YYYY / DD / MM was not checked and included to test data because of the existed bug"
"passed","Sat Jul 13 00:23:39 GMT 2024","Sat Jul 13 00:24:21 GMT 2024","41431","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Sat Jul 13 00:10:24 GMT 2024","Sat Jul 13 00:10:27 GMT 2024","2764","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Sat Jul 13 01:21:24 GMT 2024","Sat Jul 13 01:21:31 GMT 2024","6561","chromium","","Out of scope. Tests to maintain New User Creation.","","","Create Free User",""
"passed","Sat Jul 13 01:10:59 GMT 2024","Sat Jul 13 01:11:48 GMT 2024","49296","chromium","","Billing","","","TC_14_54_01 | Attach/delete payment card","Objective: To verify the functionality of attaching a payment card through the settings-billing section and deleting a payment card through the Billing Portal."
"passed","Sat Jul 13 01:15:06 GMT 2024","Sat Jul 13 01:15:37 GMT 2024","31394","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .csv",""
"passed","Sat Jul 13 01:12:51 GMT 2024","Sat Jul 13 01:13:04 GMT 2024","13044","chromium","","Billing","","","TC_14_55_01 | Verify the ability to successfully select a subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan."
"passed","Sat Jul 13 01:16:03 GMT 2024","Sat Jul 13 01:16:33 GMT 2024","30525","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .txt",""
"passed","Sat Jul 13 01:17:04 GMT 2024","Sat Jul 13 01:17:35 GMT 2024","30466","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .docx",""
"passed","Sat Jul 13 00:37:26 GMT 2024","Sat Jul 13 00:38:07 GMT 2024","41101","chromium","","Folders","","","TC_06_25_01 | Move folder to folder","To verify the user can move folder to folder"
"passed","Sat Jul 13 01:13:04 GMT 2024","Sat Jul 13 01:13:35 GMT 2024","30783","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .jpg",""
"passed","Sat Jul 13 01:06:46 GMT 2024","Sat Jul 13 01:07:16 GMT 2024","29969","chromium","","API key","","","TC_12_49_01 | Purchase Gold API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Sat Jul 13 00:55:47 GMT 2024","Sat Jul 13 00:56:38 GMT 2024","51701","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add User team member","Objective: Verify that Business User can add User team member"
"passed","Sat Jul 13 00:21:23 GMT 2024","Sat Jul 13 00:22:21 GMT 2024","57440","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"passed","Sat Jul 13 01:08:17 GMT 2024","Sat Jul 13 01:08:53 GMT 2024","36011","chromium","","API key","","","TC_12_50_01 | Verify that User can Upgrade/Downgrade API subscription","Objective: Verify that User can Upgrade/Downgrade API subscription"
"passed","Sat Jul 13 00:26:25 GMT 2024","Sat Jul 13 00:27:30 GMT 2024","64897","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Sat Jul 13 00:46:38 GMT 2024","Sat Jul 13 00:47:34 GMT 2024","56040","chromium","","Templates","","","TC_07_28_01 | Verify that user can edit template","Objective: To verify that a user can successfully edit an existing template by changing its name, message, role, and associated document, and ensure that the changes are reflected in the user interface and confirmed by appropriate toast messages."
"passed","Sat Jul 13 01:10:41 GMT 2024","Sat Jul 13 01:10:59 GMT 2024","17054","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Sat Jul 13 00:15:48 GMT 2024","Sat Jul 13 00:16:28 GMT 2024","39421","chromium","","CreateDocument","","","TC_03_08_02 | Verify that the ""Edit template"" button is active","Objective: Verify that user can edit a document from template"
"passed","Sat Jul 13 00:36:44 GMT 2024","Sat Jul 13 00:37:26 GMT 2024","42132","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"passed","Sat Jul 13 00:50:19 GMT 2024","Sat Jul 13 00:51:01 GMT 2024","42423","chromium","","Forms","","","TC_08_36_01 | Verify that user can disable and enable form","Verify that user can duplicate form"
"passed","Sat Jul 13 00:16:28 GMT 2024","Sat Jul 13 00:17:05 GMT 2024","36735","chromium","","CreateDocument","","","TC_03_08_01 | Verify that the user can send a template for signature","Objective: To verify the process of creating, signing, and sending a document using template."
"passed","Sat Jul 13 01:03:38 GMT 2024","Sat Jul 13 01:04:15 GMT 2024","36980","chromium","","Profile","","","TC_11_46_02 | Verify that user can change the date format to MM / DD / YY","Objective: To verify that a user can update the date format in their profile settings and the updated date format is applied when signing a document. The date format YYYY / DD / MM was not checked and included to test data because of the existed bug"
"passed","Sat Jul 13 01:00:11 GMT 2024","Sat Jul 13 01:00:36 GMT 2024","25362","chromium","","Company","","","TC_10_43_01 | Verify that the business user can fill company's form","To verify the process of filling company form."
"passed","Sat Jul 13 00:18:53 GMT 2024","Sat Jul 13 00:19:42 GMT 2024","49608","chromium","","Sign Document","","","TC_04_10_01 | Verify sign document as myself","Objective: To verify sign document as myself"
"passed","Sat Jul 13 00:51:01 GMT 2024","Sat Jul 13 00:52:01 GMT 2024","60132","chromium","","Forms","","","TC_08_34_01 | Verify that user can delete form","Verify that user can delete form"
"passed","Sat Jul 13 01:14:02 GMT 2024","Sat Jul 13 01:14:35 GMT 2024","33455","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .xlsx",""
"passed","Sat Jul 13 00:10:03 GMT 2024","Sat Jul 13 00:10:24 GMT 2024","21094","chromium","","Registration","","","TC_01_59_01|Verify successful registration of Business User with Annually subscription","To verify that a Business user can successfully register."
"passed","Sat Jul 13 00:48:16 GMT 2024","Sat Jul 13 00:49:01 GMT 2024","44622","chromium","","Templates","","","TC_07_29_01 | Verify that the user can delete the template","Objective: Verify that the user can successfully delete a template."
"passed","Sat Jul 13 01:20:52 GMT 2024","Sat Jul 13 01:21:24 GMT 2024","32179","chromium","","","","","Verify that Email message received",""
"passed","Sat Jul 13 01:19:18 GMT 2024","Sat Jul 13 01:19:53 GMT 2024","34567","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .png",""
"passed","Sat Jul 13 00:38:07 GMT 2024","Sat Jul 13 00:39:06 GMT 2024","59276","chromium","","Folders","","","TC_06_26_01 | Verify that the user can assign folder permissions to the team member User","Objective: Verify that the user can assign folder permissions to the team member with role User"
"passed","Sat Jul 13 00:40:06 GMT 2024","Sat Jul 13 00:41:45 GMT 2024","98919","chromium","","Folders","","","TC_06_26_02 | Verify that the user can assign folder permissions to multiple team members.","Objective: To verify the user can assign folder permissions to multiple team members."
"passed","Sat Jul 13 01:18:44 GMT 2024","Sat Jul 13 01:19:18 GMT 2024","34537","chromium","","Out of scope. Verify document formats to download.","","","Verify document formats to download .ppt",""
"passed","Sat Jul 13 01:09:15 GMT 2024","Sat Jul 13 01:09:36 GMT 2024","21623","chromium","","Settings: Edit signature","","","TC_13_53_01 | Verify that user can delete Signature.","Verify that user can delete our Signature."
"passed","Sat Jul 13 00:20:55 GMT 2024","Sat Jul 13 00:21:23 GMT 2024","28065","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
