"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 00:49:14 GMT 2024","Mon Jul 08 00:49:48 GMT 2024","33616","chromium","","Profile","","","TC_11_46_02 | Verify that user can change the date format to DD / MM / YY","Objective: To verify that a user can update the date format in their profile settings and the updated date format is applied when signing a document. The date format YYYY / DD / MM was not checked and included to test data because of the existed bug"
"passed","Mon Jul 08 00:13:37 GMT 2024","Mon Jul 08 00:14:09 GMT 2024","31934","chromium","","Sign Document","","","TC_04_11_01 | Verify custom signing order","To verify custom signing order"
"passed","Mon Jul 08 00:27:25 GMT 2024","Mon Jul 08 00:28:17 GMT 2024","51896","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)","Objective: Verify that Business User can download a ""Completed"" document (API)"
"passed","Mon Jul 08 00:03:44 GMT 2024","Mon Jul 08 00:04:04 GMT 2024","20255","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Mon Jul 08 00:52:14 GMT 2024","Mon Jul 08 00:52:50 GMT 2024","35780","chromium","","API key","","","TC_12_50_01 | Verify that User can Upgrade/Downgrade API subscription","Objective: Verify that User can Upgrade/Downgrade API subscription"
"passed","Mon Jul 08 00:22:15 GMT 2024","Mon Jul 08 00:22:59 GMT 2024","44556","chromium","","DocumentsType","","","TC_05_16_01 | Verify the user receives an email reminder to sign the document","Objective: To verify that the user can send a reminder through the user interface."
"passed","Mon Jul 08 00:04:56 GMT 2024","Mon Jul 08 00:05:16 GMT 2024","20838","chromium","","Registration","","","TC_01_59_01|Verify successful registration of Business User with Monthly subscription","To verify that a Business user can successfully register."
"passed","Mon Jul 08 00:03:20 GMT 2024","Mon Jul 08 00:03:44 GMT 2024","23979","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Mon Jul 08 00:05:16 GMT 2024","Mon Jul 08 00:05:37 GMT 2024","20908","chromium","","Registration","","","TC_01_59_01|Verify successful registration of Business User with Annually subscription","To verify that a Business user can successfully register."
"passed","Mon Jul 08 00:45:37 GMT 2024","Mon Jul 08 00:46:04 GMT 2024","27169","chromium","","Company","","","TC_10_43_02 | Verify that the business user can fill company's form with checkboxes","To verify the process of filling company form with checkboxes."
"passed","Mon Jul 08 00:56:32 GMT 2024","Mon Jul 08 00:56:48 GMT 2024","15678","chromium","","Billing","","","TC_14_55_01 | Verify the ability to successfully select a subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan."
"passed","Mon Jul 08 00:34:57 GMT 2024","Mon Jul 08 00:35:51 GMT 2024","54216","chromium","","Templates","","","TC_07_28_01 | Verify that user can edit template","Objective: To verify that a user can successfully edit an existing template by changing its name, message, role, and associated document, and ensure that the changes are reflected in the user interface and confirmed by appropriate toast messages."
"passed","Mon Jul 08 00:53:31 GMT 2024","Mon Jul 08 00:53:54 GMT 2024","22395","chromium","","Settings: Edit signature","","","TC_13_52_01 | Verify that user can edit Signature.","Verify that user can edit our Signature."
"passed","Mon Jul 08 00:19:26 GMT 2024","Mon Jul 08 00:20:04 GMT 2024","38132","chromium","","Sign Document","","","TC_04_10_03 | Verify that the user who uploaded the document can send it to signer","Objective: To verify that the user who uploaded the document can send it for signer"
"passed","Mon Jul 08 00:46:04 GMT 2024","Mon Jul 08 00:46:34 GMT 2024","29950","chromium","","Profile","","","TC_11_45_01 | Verify that User can change password","Objective: To verify that the User can change a password and login with a new password"
"passed","Mon Jul 08 00:16:31 GMT 2024","Mon Jul 08 00:17:11 GMT 2024","39945","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Mon Jul 08 00:35:51 GMT 2024","Mon Jul 08 00:36:31 GMT 2024","40244","chromium","","Templates","","","TC_07_30_01 | Verify that user can duplicate template","Objective: To verify the process of duplicate template."
"passed","Mon Jul 08 00:54:16 GMT 2024","Mon Jul 08 00:54:33 GMT 2024","16994","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Mon Jul 08 00:50:36 GMT 2024","Mon Jul 08 00:50:58 GMT 2024","21663","chromium","","API key","","","TC_12_48_02 | Verify User can copy API key created by the ""Create API"" button in Table.","To verify that user can copy API key created by the ""Create API"" button in Table."
"passed","Mon Jul 08 00:12:55 GMT 2024","Mon Jul 08 00:13:37 GMT 2024","42083","chromium","","CreateDocument","","","TC_03_08_01 | Verify that the user can send a template for signature","Objective: To verify the process of creating, signing, and sending a document using template."
"passed","Mon Jul 08 00:55:45 GMT 2024","Mon Jul 08 00:56:08 GMT 2024","23031","chromium","","Billing","","","TC_14_57_01 | Verify that user can upgrade subscription (from Monthly to Annually)","Objective: Verify that a user can successfully upgrade their subscription from a monthly plan to an annual plan."
"passed","Mon Jul 08 00:26:20 GMT 2024","Mon Jul 08 00:27:25 GMT 2024","64875","chromium","","DocumentsType","","","TC_05_19_02 | Verify that deleted documents have been moved to the trash by using checkboxes and Select_options dropdown menu and then deleted permanently","Objective: To verify the process of moving the documents to the trash by checkboxes and then deleting documents permanently."
"passed","Mon Jul 08 00:56:48 GMT 2024","Mon Jul 08 00:57:01 GMT 2024","13558","chromium","","Billing","","","TC_14_55_01 | Verify the ability to successfully select a subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan."
"passed","Mon Jul 08 00:52:50 GMT 2024","Mon Jul 08 00:53:10 GMT 2024","20466","chromium","","Settings: Edit signature","","","TC_13_51_01 | Verify that user can create Signature","Verify that the user can create a Signature."
"passed","Mon Jul 08 00:05:37 GMT 2024","Mon Jul 08 00:05:41 GMT 2024","3535","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Mon Jul 08 00:53:54 GMT 2024","Mon Jul 08 00:54:16 GMT 2024","22871","chromium","","Billing","","","TC_14_57_02 | Verify the ability to successfully downgrade subscription","Objective: To verify the functionality of downgrade subscription."
"passed","Mon Jul 08 00:51:22 GMT 2024","Mon Jul 08 00:51:47 GMT 2024","25695","chromium","","API key","","","TC_12_49_01 | Purchase Platinum API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Mon Jul 08 00:22:59 GMT 2024","Mon Jul 08 00:23:42 GMT 2024","42861","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Mon Jul 08 00:50:16 GMT 2024","Mon Jul 08 00:50:36 GMT 2024","20279","chromium","","API key","","","TC_12_48_01 | Copy API key created by the ""Create API"" button on the right.","To verify that user can copy API key created by the ""Create API"" button on the right."
"passed","Mon Jul 08 00:29:05 GMT 2024","Mon Jul 08 00:29:40 GMT 2024","35395","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"passed","Mon Jul 08 00:28:17 GMT 2024","Mon Jul 08 00:28:37 GMT 2024","19992","chromium","","Folders","","","TC_06_22_01 | Verify the business user can create folder","Objective: To verify the user can create the folder"
"passed","Mon Jul 08 00:28:37 GMT 2024","Mon Jul 08 00:29:05 GMT 2024","27925","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"passed","Mon Jul 08 00:41:14 GMT 2024","Mon Jul 08 00:42:00 GMT 2024","46699","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add User team member","Objective: Verify that Business User can add User team member"
"passed","Mon Jul 08 00:17:52 GMT 2024","Mon Jul 08 00:18:24 GMT 2024","32204","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
"passed","Mon Jul 08 00:54:33 GMT 2024","Mon Jul 08 00:54:50 GMT 2024","16241","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Mon Jul 08 00:30:19 GMT 2024","Mon Jul 08 00:31:19 GMT 2024","60143","chromium","","Folders","","","TC_06_26_01 | Verify that the user can assign folder permissions to the team member User","Objective: Verify that the user can assign folder permissions to the team member with role User"
"passed","Mon Jul 08 00:10:11 GMT 2024","Mon Jul 08 00:11:20 GMT 2024","68473","chromium","","CreateDocument","","","TC_03_09_01 | Create Documents via Bulk Send","Objective: Enable document distribution via Bulk Send."
"passed","Mon Jul 08 00:09:08 GMT 2024","Mon Jul 08 00:10:11 GMT 2024","63005","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
