"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 06 21:12:01 GMT 2024","Sat Jul 06 21:13:19 GMT 2024","77681","chromium","","Templates","","","TC_07_28_01 | Verify that user can edit template","Objective: To verify that a user can successfully edit an existing template by changing its name, message, role, and associated document, and ensure that the changes are reflected in the user interface and confirmed by appropriate toast messages."
"passed","Sat Jul 06 21:10:31 GMT 2024","Sat Jul 06 21:11:20 GMT 2024","49488","chromium","","Templates","","","TC_07_27_01 | Verify that user can create a template","Objective: To verify that the user can create a new template in the system successfully. This includes ensuring that all required fields are completed correctly, the template is saved, and it is accessible for future use."
"passed","Sat Jul 06 20:10:20 GMT 2024","Sat Jul 06 20:11:19 GMT 2024","59463","chromium","","CreateDocument","","","TC_03_07_04 | Verify that user can sign a document themselves with existed signature","Objective: To verify the process of creating and signing a document with an existing signature"
"passed","Sat Jul 06 20:21:13 GMT 2024","Sat Jul 06 20:21:44 GMT 2024","31275","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
"passed","Sat Jul 06 20:04:38 GMT 2024","Sat Jul 06 20:04:41 GMT 2024","2766","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"broken","Sat Jul 06 20:56:38 GMT 2024","Sat Jul 06 21:00:49 GMT 2024","251060","chromium","","DocumentsType","","","TC_05_19_02 | Verify that deleted documents have been moved to the trash by using checkboxes and Select_options dropdown menu and then deleted permanently","To verify the process of moving the documents to the trash by checkboxes and then deleting documents permanently."
"passed","Sat Jul 06 20:09:04 GMT 2024","Sat Jul 06 20:10:20 GMT 2024","75352","chromium","","CreateDocument","","","TC_03_09_01 | Create Documents via Bulk Send","Objective: Enable document distribution via Bulk Send."
"broken","Sat Jul 06 21:02:54 GMT 2024","Sat Jul 06 21:04:02 GMT 2024","67852","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)",""
"passed","Sat Jul 06 21:13:19 GMT 2024","Sat Jul 06 21:14:04 GMT 2024","45675","chromium","","Templates","","","TC_07_30_01 | Verify that user can duplicate template","Objective: To verify the process of duplicate template."
"passed","Sat Jul 06 20:04:41 GMT 2024","Sat Jul 06 20:05:34 GMT 2024","53622","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Sat Jul 06 20:06:16 GMT 2024","Sat Jul 06 20:07:03 GMT 2024","46947","chromium","","CreateDocument","","","TC_03_07_03 | Verify user can create document and send it for signature","Objective: To verify the process of creating and sending a document for signature."
"passed","Sat Jul 06 21:09:44 GMT 2024","Sat Jul 06 21:10:31 GMT 2024","46583","chromium","","Folders","","","TC_06_25_01 | Move folder to folder","To verify the user can move folder to folder"
"passed","Sat Jul 06 21:08:57 GMT 2024","Sat Jul 06 21:09:44 GMT 2024","46961","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"failed","Sat Jul 06 21:22:55 GMT 2024","Sat Jul 06 21:24:09 GMT 2024","73717","chromium","","Forms","","","TC_08_33_01 | Verify that user can edit form",""
